"name","address","gmap_id","description","category","avg_rating","num_of_reviews","price","hours","MISC","state"
"velofix Hawaii","","0x79540ee17afe4e1b:0x766482f7300e9b82","","['Bicycle repair shop', 'Bicycle rental service', 'Bicycle Shop']","5.0","6","","[['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '7AM–9PM'], ['Sunday', '7AM–9PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM']]","{'Amenities': ['Wi-Fi']}","Closed ⋅ Opens 7AM"
"Labels by the Sheet","","0x8874e42385a7139f:0x40bfb5edae03e861","","['Custom label printer']","4.8","128","","[['Thursday', '8AM–4:30PM'], ['Friday', '8AM–4:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4:30PM'], ['Tuesday', '8AM–4:30PM'], ['Wednesday', '8AM–4:30PM']]","","Closed ⋅ Opens 8AM"
"Nostalgia Vault LLC","","0x80c33163c2991a7f:0x644d5c2b3f15a16b","","['Fashion accessories store', 'Service establishment']","5.0","3","","","{'Payments': ['Cash-only', 'Debit cards', 'Credit cards']}",""
"DC Weed Delivery","","0x89b64f6c9fff1e93:0x341b2e590e8bbe5","","['Delivery service', 'Cannabis store', 'Service establishment']","5.0","46","","[['Thursday', '10AM–11PM'], ['Friday', '10AM–12AM'], ['Saturday', '10AM–12AM'], ['Sunday', '10AM–12AM'], ['Monday', '10AM–11PM'], ['Tuesday', '10AM–11PM'], ['Wednesday', '10AM–11PM']]","","Closed ⋅ Opens 10AM"
"OAAG Inc","","0x89c2532a39d2c867:0x551309af0b09bd3e","","['Fund management company']","1.2","18","","","",""
"Bahia de Los Sueños","Bahia de Los Sueños, 11859 Wilshire Blvd. Suite 600 B.C.S MX, Los Angeles, 90025","0x86afec91fcca94ef:0x39b703808fe0876c","","['Resort hotel', 'Golf course']","4.8","416","","","",""
"Joyful Noise French Bulldogs","","0x88352cd68644d993:0x445400cf06b92f1e","","['Dog breeder']","4.9","38","","","",""
"Juanita Incoronato","","0x88e8a3541a137ebd:0x605ee1a48e00673b","","['Astrologer']","5.0","85","","[['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–4PM']]","","Open ⋅ Closes 6PM"
"Dorado Fashion","","0x88605fca5e548349:0x76f6abcc06a35e77","","['Jewelry store', 'Fashion accessories store']","4.5","1879","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","{'Service options': ['In-store shopping']}","Open 24 hours"
"Fifth Avenue Fret Shop","","0x88388e457729e8f5:0xf6d82ebaa7b1a81d","","['Musical instrument repair shop', 'Guitar store', 'Repair service', 'Used musical instrument store']","4.4","38","","","",""
"Artisan Kraft","","0x80c2b9fc4fa52b85:0x491c4082647356be","","['Fireplace store', 'Bathroom supply store', 'Fireplace manufacturer', 'Kitchen furniture store', 'Kitchen remodeler', 'Marble contractor', 'Natural stone exporter', 'Stone carving']","5.0","8","","[['Tuesday', '8:30AM–5:30PM'], ['Wednesday', '8:30AM–5:30PM'], ['Thursday', '8:30AM–5:30PM'], ['Friday', '8:30AM–5:30PM'], ['Saturday', '8:30AM–5:30PM'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5:30PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Delivery', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Assembly service'], 'Planning': ['Quick visit', 'LGBTQ friendly'], 'Payments': ['Checks', 'Debit cards']}","Closed ⋅ Opens 8:30AM"
"Teaism Penn Quarter","Teaism Penn Quarter, 400 8th St NW, Washington, DC 20004, United States","0x89b7b7900dfc1015:0x777524a9ab88624a","Teas served alongside a variety of bento boxes, sandwiches & cookies in a bright space.","['Asian fusion restaurant', 'Asian restaurant', 'Bubble tea store', 'Catering food and drink supplier', 'Gluten-free restaurant', 'Lunch restaurant', 'Tea house', 'Vegan restaurant', 'Vegetarian restaurant']","4.5","796","$$","[['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM'], ['Sunday', '11AM–8PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Comfort food', 'Healthy options', 'Organic dishes', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}","Closes soon ⋅ 8PM ⋅ Opens 11AM Tue"
"KRISTAR BUBBLES SHOW","","0x88d9ac8c7f9e489b:0xbb3111c6dc77b537","","['Entertainer', 'Entertainment agency', 'Service establishment']","4.9","28","","[['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM'], ['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM'], ['Saturday', '9AM–9PM'], ['Sunday', '9AM–9PM']]","","Open ⋅ Closes 9PM"
"ShelleRae Creative","","0x808430a5f6bd5b29:0x21221282fe18e2e2","","['Marketing agency', 'Internet marketing service']","5.0","3","","[['Monday', '12–4PM'], ['Tuesday', '9AM–2PM'], ['Wednesday', '9AM–2PM'], ['Thursday', '9AM–2PM'], ['Friday', '9AM–12PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'From the business': ['Identifies as women-led']}","Closed ⋅ Opens 12PM"
"Smart Women Partner & Grow Rich!","","0x88f527f74b5a707f:0xdb96b0a49e578dcc","","['Marketing consultant']","5.0","2","","[['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM'], ['Saturday', '12–6PM'], ['Sunday', '12–8PM']]","{'From the business': ['Identifies as Black-owned', 'Identifies as women-led'], 'Service options': ['Online appointments']}","Open ⋅ Closes 8PM"
"ProImageEditors","","0x88311c4926525695:0x76971f36762b9f63","","['Business to business service']","4.9","88","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Closed']]","","Open 24 hours"
"Barayev Bootcamp","","0x89c261940b548749:0x28c6fe35374ffd9c","","['Consultant', 'Marketing agency']","4.7","8","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Open 24 hours"
"New Wisdom Premonitions","","0x88f5ad5e513c19b1:0xc27f168ad89d5013","","['Holistic medicine practitioner']","5.0","2","","[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', '9AM–5PM']]","{'From the business': ['Identifies as Black-owned', 'Identifies as women-led'], 'Service options': ['Online care'], 'Health & safety': ['Appointment required', 'Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Planning': ['LGBTQ friendly']}","Closed ⋅ Opens 9AM"
"House of Quilts, LLC","","0x886903fc11eaaaab:0x91defbc255dcd96d","","['Quilt shop']","3.9","8","","[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Planning': ['Quick visit']}","Closed ⋅ Opens 9AM"
"M&J Excellent Junk Removal","","0x89c807b37c1f3f53:0x470e607a6f5ea796","","['Debris removal service', 'Waste management service']","4.9","78","","[['Sunday', '7AM–6PM'], ['Monday', '7AM–6PM'], ['Tuesday', '7AM–6PM'], ['Wednesday', '7AM–6PM'], ['Thursday', '7AM–6PM'], ['Friday', '7AM–6PM'], ['Saturday', '7AM–6PM']]","","Closed ⋅ Opens 7AM Mon"
"Blue Water Movers, LLC","","0x88259c5232cff177:0x9fd76ec1869b898a","","['Transportation service']","4.4","57","","[['Sunday', '8AM–9PM'], ['Monday', '8AM–9PM'], ['Tuesday', '8AM–9PM'], ['Wednesday', '8AM–9PM'], ['Thursday', '8AM–9PM'], ['Friday', '8AM–9PM'], ['Saturday', '8AM–9PM']]","","Closes soon ⋅ 9PM ⋅ Opens 8AM Mon"
"STS Telecom","","0x87d8451996799139:0x63eb92454ed69618","","['Electronics repair shop', 'Computer repair service', 'Phone repair service']","4.7","25","","[['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed']]","","Closed ⋅ Opens 9AM Mon"
"Mitigation Technologies","","0x89c98813ff5c9c89:0xcfb4770ffc54d73f","","['Security service', 'Service establishment']","5.0","1","","[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","","Open 24 hours"
"Eze Breeze Store","","0x89e29120e94169e7:0x76413360789c1c56","","['Window supplier', 'Construction company', 'Deck builder', 'Service establishment', 'Patio enclosure supplier', 'Sunroom contractor']","4.9","308","","[['Sunday', '6AM–10PM'], ['Monday', '6AM–10PM'], ['Tuesday', '6AM–10PM'], ['Wednesday', '6AM–10PM'], ['Thursday', '6AM–10PM'], ['Friday', '6AM–10PM'], ['Saturday', '6AM–10PM']]","","Open ⋅ Closes 10PM"
"Red Cab Taxi","","0x5485c0d9158efeeb:0xb97add0f3834fcba","","['Taxi service']","3.8","27","","","",""
"Allison & Taylor Inc.","","0x8824e9b0253fc303:0xe1d61d2ba5d4cbfa","","['Employment attorney']","5.0","3","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","","Open 24 hours"
"Chip Your Car","","0x52b35f255dbc88f3:0x5b1d01db8c15156f","","['Auto parts market']","4.6","446","","[['Saturday', '8AM–6PM'], ['Sunday', 'Closed'], ['Monday', '8AM–8PM'], ['Tuesday', '8AM–8PM'], ['Wednesday', '8AM–8PM'], ['Thursday', '8AM–8PM'], ['Friday', '8AM–8PM']]","","Closed ⋅ Opens 8AM Mon"
"CMH Solutions LLC","","0x8831af61de8a9381:0x5952bbbcdcf3592a","","['Technical service']","4.8","8","","[['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5:30PM'], ['Tuesday', '8:30AM–5:30PM'], ['Wednesday', '8:30AM–5:30PM'], ['Thursday', '8:30AM–5:30PM'], ['Friday', '8:30AM–5PM']]","","Closed ⋅ Opens 8:30AM Mon"
"Ann Whittington Events","","0x8640c4206d2325f1:0xeb5cfd12030f43c1","","['Event planner', 'Service establishment', 'Party planner', 'Wedding planner', 'Wedding service']","4.6","8","","[['Saturday', '8:30AM–6:30PM'], ['Sunday', 'Closed'], ['Monday', '8:30AM–6:30PM'], ['Tuesday', '8:30AM–6:30PM'], ['Wednesday', '8:30AM–6:30PM'], ['Thursday', '8:30AM–6:30PM'], ['Friday', '8:30AM–6:30PM']]","{'From the business': ['Identifies as women-led'], 'Health & safety': ['Appointment required']}","Open ⋅ Closes 6:30PM"
"Barbie's Hair","","0x89c260e0268d1331:0xa41d59fbcaba4a78","","['Hair extensions supplier']","4.5","108","","[['Saturday', '9AM–9PM'], ['Sunday', '9AM–9PM'], ['Monday', '9AM–9PM'], ['Tuesday', '9AM–9PM'], ['Wednesday', '9AM–9PM'], ['Thursday', '9AM–9PM'], ['Friday', '9AM–9PM']]","{'From the business': ['Identifies as women-led']}","Open ⋅ Closes 9PM"
"Bling Lights LLC","","0x89c2edf9337ca685:0x723ab7c0700a2142","","['Store', 'Auto body parts supplier', 'Lighting store']","2.3","3","","[['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM']]","{'From the business': ['Identifies as Black-owned', 'Identifies as veteran-led', 'Identifies as women-led'], 'Service options': ['Delivery', 'Same-day delivery'], 'Health & safety': ['Staff wear masks'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['LGBTQ friendly'], 'Payments': ['Checks', 'Debit cards', 'NFC mobile payments', 'Credit cards']}","Open ⋅ Closes 5PM"
"Gemologica","","0x89c259bc6c208485:0xa8dd099ccfe59e0d","","['Jewelry store', 'E-commerce service', 'Fashion accessories store', 'Jewelry designer', 'Jewellery manufacturer']","4.7","178","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","{'Service options': ['In-store shopping'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}","Open 24 hours"
"Banner Ribbon","","0x80c32632ea95be21:0xc54566342eb1652f","","['Wholesaler', 'Craft store']","5.0","1","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","","Open 24 hours"
"TK Ribbons and More","","0x80c327bb1cb7f0d9:0x24a883ce2cbb4644","","['Wholesaler', 'Craft store', 'Fabric store']","5.0","1","","[['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours']]","","Open 24 hours"
"Table Mountain","Washington, Deming, Table Mountain邮政编码: 98244","0x5484f7d204f45965:0x1ce9a205d4a2951a","","['Hiking area']","5.0","8","","","",""
"Heart of Singing","","0x880fd2020fe09459:0xb1a094228773642e","","['Music school']","4.6","8","","[['Saturday', '10AM–4PM'], ['Sunday', 'Closed'], ['Monday', '3–8:30PM'], ['Tuesday', '3–8:30PM'], ['Wednesday', '3–8:30PM'], ['Thursday', '3–8:30PM'], ['Friday', 'Closed']]","{'Service options': ['Online classes']}","Closed ⋅ Opens 10AM"
"Inter City Water & Sewer","","0x52b35b9abafac1a5:0xe95e730f951e3339","","['Plumber']","3.7","3","","[['Friday', '8AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM'], ['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM']]","","Closed ⋅ Opens 8AM Mon"
"Jacqueline Robbins Photography","","0x7c0014d90264592b:0x64a8ff6c7d589adb","","['Photographer']","5.0","36","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Service options': ['Online appointments']}","Open 24 hours"
"Plumbing Stars","","0x89c2e3676bd2e9db:0xff640f9e189fa9c0","","['Heating contractor', 'Contractor', 'Service establishment', 'HVAC contractor', 'Plumber']","4.8","5","","[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","","Open 24 hours"
"Turkish Coffee Lady","","0x89b64ae8bb84aa33:0xe32d07c6cec170df","","['E-commerce service', 'Caterer']","4.5","147","","[['Friday', '10AM–9:30PM'], ['Saturday', '10AM–9:30PM'], ['Sunday', '11AM–7PM'], ['Monday', '10AM–9:30PM'], ['Tuesday', '10AM–9:30PM'], ['Wednesday', '10AM–9:30PM'], ['Thursday', '10AM–9:30PM']]","{'From the business': ['Identifies as women-led'], 'Accessibility': ['Wheelchair accessible entrance']}","Closed ⋅ Opens 10AM"
"ER Air","","0x880fcb09184245a5:0xfe0708bf6979707e","","['Air duct cleaning service', 'HVAC contractor']","4.9","68","","[['Friday', '8AM–7PM'], ['Saturday', '8AM–3PM'], ['Sunday', 'Closed'], ['Monday', '8AM–7PM'], ['Tuesday', '8AM–7PM'], ['Wednesday', '8AM–7PM'], ['Thursday', '8AM–7PM']]","{'Service options': ['Online estimates']}","Closed ⋅ Opens 8AM"
"Prescription Chicken","","0x89b7b7d678fbd455:0xd57685bc9656f89","","['Soup restaurant']","3.7","28","$","[['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '10AM–9PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout'], 'Popular for': ['Solo dining'], 'Offerings': ['Comfort food', 'Quick bite'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual']}","Closed ⋅ Opens 10AM"
"CRS Temporary Housing","","0x872b6c40956d0f1f:0xb3dcb23225a7a4c2","","['Corporate office']","4.7","145","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance']}","Open 24 hours"
"Hotels By Day","","0x89c258fe256904d3:0x5999a685ec42edf9","","['Travel agency', 'Holiday accommodation service', 'Hotel']","4.5","508","","","{'Accessibility': ['Wheelchair accessible entrance']}",""
"OneBeautyWorld.Com","","0x88d9b35179d13b1b:0x6706973ea4b9fb25","","['Beauty product supplier', 'Beauty supply store']","4.2","16","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'From the business': ['Identifies as women-led']}","Open 24 hours"
"Characters for Hire, LLC (Over 50 Cities Worldwide)","","0x89c259ab22dcf7ed:0x9394c665bac9217c","","['Corporate entertainment service', ""Children's party service"", 'Entertainer', 'Entertainment agency', 'Event planner', 'Performing arts group', 'Theater production']","4.5","88","","[['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Online appointments'], 'Health & safety': ['Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits']}","Closed ⋅ Opens 9AM"
"Enix Research Group","","0x80c2bf97dada013b:0xae7d46f072993f0e","","['Research institute', 'Service establishment']","5.0","1","","[['Thursday', '10AM–10PM'], ['Friday', '10AM–10PM'], ['Saturday', '10AM–10PM'], ['Sunday', '10AM–10PM'], ['Monday', '10AM–10PM'], ['Tuesday', '10AM–10PM'], ['Wednesday', '10AM–10PM']]","","Closed ⋅ Opens 10AM"
"Tribute Store","","0x8807a9911798c9d7:0x86b0c46f79737e3f","","['Flower delivery']","1.2","56","","[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance']}","Open 24 hours"
"Balance of Nature","","0x80ca51971009a76b:0x52b129b95caed444","","['Vitamin & supplements store']","4.7","705","","[['Wednesday', '6AM–8PM'], ['Thursday', '6AM–8PM'], ['Friday', '6AM–8PM'], ['Saturday', '6AM–8PM'], ['Sunday', 'Closed'], ['Monday', '6AM–8PM'], ['Tuesday', '6AM–8PM']]","{'Payments': ['Credit cards']}","Open ⋅ Closes 8PM"
"Hot Topic","Hot Topic, 525 Ave Fd Roosevelt, San Juan, PR 00918","0x8702c632c6c55555:0xeeb5b157dedc1d1","Teen-oriented chain known for rock/pop-culture-inspired T-shirts, plus accessories & body jewelry.","['Clothing store', 'Fashion accessories store', 'Music store', 'Novelty store', 'T-shirt store']","4.5","288","$$","[['Wednesday', '11AM–7PM'], ['Thursday', '11AM–7PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', 'Closed'], ['Monday', '11AM–7PM'], ['Tuesday', '11AM–7PM']]","{'Service options': ['In-store pickup', 'In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments']}","Closed ⋅ Opens 11AM Thu"
"ANIMAL AUNT PET SITTING SVC","","0x883b31268ad109df:0xcd057d40a34be8db","","['Pet sitter']","4.4","7","","[['Wednesday', '9AM–8PM'], ['Thursday', '9AM–8PM'], ['Friday', '9AM–8PM'], ['Saturday', '9AM–8PM'], ['Sunday', '9AM–8PM'], ['Monday', '9AM–8PM'], ['Tuesday', '9AM–8PM']]","","Open ⋅ Closes 8PM"
"Two Ravens Trading Company","","0x88057b476654210d:0x3997a17d92eb42fe","","['Leather goods supplier']","5.0","8","","[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","","Open 24 hours"
"Boardcave","","0x89b8b9e01275fdf9:0xc1d1cfc764f1ccf4","","['Surf shop']","4.9","293","","","",""
"BoldLeads","","0x872baa0599e8161b:0x5f9cac70587850ab","","['Business to business service', 'Service establishment']","3.9","353","","[['Wednesday', '6AM–5PM'], ['Thursday', '6AM–5PM'], ['Friday', '6AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '6AM–5PM'], ['Tuesday', '6AM–5PM']]","","Closed ⋅ Opens 6AM"
"Brand My Box","","0x88d9c5f1b44da707:0x6371543308679f45","","['Marketing agency']","3.0","1","","","",""
"WJD Exclusives - Finest Jewelry","","0x89c258ff0fdf5479:0xf27f8b4785eb649d","","['Jeweler']","4.5","88","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","{'Payments': ['Debit cards', 'Credit cards']}","Open 24 hours"
"The Real Voice - Mel Allen","","0x4cca7a0cf006b265:0x217b2c0f39b94e8b","","['Business to business service', 'Service establishment', 'Media company']","5.0","2","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', '10AM–12PM'], ['Sunday', '10AM–12PM'], ['Monday', 'Open 24 hours']]","","Open 24 hours"
"EQC Hotel 28","EQC Hotel 28, 123 Main St., Region Test","0x6555555511451045:0x90f2a238c33b697f","","['Hotel']","4.2","54","","","",""
"Heartland Inspections","","0x87f627766533ffff:0x4682dedba509d6","","['Home inspector']","5.0","743","","[['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM'], ['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '8AM–7PM'], ['Sunday', '10AM–4PM'], ['Monday', '7AM–9PM']]","","Closed ⋅ Opens 7AM"
"WootRecruit","","0x88db735b7c4217cf:0x7d365bbce367e9dd","","['Software company']","5.0","8","","[['Tuesday', '9AM–3PM'], ['Wednesday', '9AM–3PM'], ['Thursday', '9AM–3PM'], ['Friday', '9AM–3PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–3PM']]","","Closed ⋅ Opens 9AM"
"Excursion Nueva York Metro Contrastes","","0x89c28ab255555555:0x7ef9224d80c3937c","","['Sightseeing tour agency']","5.0","85","","[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]","","Open 24 hours"
"Kokee Tea Pentagon City","22202 Virginia, Arlington, S Hayes St, Kokee Tea Pentagon City","0x89b7b6deb5bc3893:0xe6e52b30a1e7f351","","['Soft drinks shop', 'Cafe']","3.6","18","","[['Tuesday', '10AM–9:30PM'], ['Wednesday', '10AM–9:30PM'], ['Thursday', '10AM–9:30PM'], ['Friday', '10AM–9:30PM'], ['Saturday', '10AM–9:30PM'], ['Sunday', '11AM–6PM'], ['Monday', '10AM–9:30PM']]","{'Service options': ['Takeout', 'Delivery', 'Dine-in']}","Permanently closed"
"Nail Republic","","0x80c8cf310c3571a7:0xfc094fc731acafa4","","['Nail salon']","2.3","97","","[['Monday', '9:30AM–10:30PM'], ['Tuesday', '9:30AM–10:30PM'], ['Wednesday', '9:30AM–10:30PM'], ['Thursday', '9:30AM–10:30PM'], ['Friday', '9:30AM–10:30PM'], ['Saturday', '9:30AM–9PM'], ['Sunday', '10AM–5PM']]","{'Payments': ['Debit cards']}","Permanently closed"
"Pakt Bags","","0x89c259777a77ee81:0x9df1a66b614202c0","","['Luggage store']","4.9","24","","","{'Service options': ['In-store shopping']}",""
